#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
5000,10.000000000000009,-2946.6883599773482,2672.8337191790342,-273.854640798314,609.9962164008932,421.875,0.01175829472505589,0
10000,19.999999999999794,-2886.7977349773482,2665.3472729437053,-221.4504620336429,608.2876537450607,421.875,0.01175829472505589,827
15000,29.99999999999425,-3009.3856256023482,2755.308543521911,-254.07708208043732,628.818685766079,421.875,0.01175829472505589,828
20000,40.00000000000292,-3155.6131646648482,2746.234543979168,-409.3786206856803,626.7478104441392,421.875,0.01175829472505589,827
25000,50.00000000001514,-3158.4471490398482,2524.6491179838777,-633.7980310559706,576.177410012262,421.875,0.01175829472505589,825
30000,60.00000000002736,-3023.3836724773482,2848.791509449482,-174.59216302786626,650.1534418732667,421.875,0.01175829472505589,825
35000,70.00000000001826,-3423.1981256023482,2682.549228772521,-740.6488968298272,612.2134976518398,421.875,0.01175829472505589,826
40000,79.99999999999496,-3403.5711724773482,2732.167944870889,-671.403227606459,623.5375201173941,421.875,0.01175829472505589,826
45000,89.99999999997165,-3344.7908990398482,2646.7915420476347,-697.9993569922135,604.0528502262571,421.875,0.01175829472505589,826
50000,99.99999999994834,-3332.1571099773482,2742.231183156371,-589.9259268209771,625.8341602842842,421.875,0.01175829472505589,827
55000,109.99999999992504,-3120.5535943523482,2940.7704489268363,-179.78314542551198,671.1449478794788,421.875,0.01175829472505589,826
60000,119.99999999990173,-3255.2410943523482,2735.4422409050167,-519.7988534473316,624.2847825369987,421.875,0.01175829472505589,827
65000,129.99999999989262,-3293.1766412273482,2756.1010512411594,-537.0755899861888,628.9995525019112,421.875,0.01175829472505589,828
70000,139.99999999994037,-3090.2625787273482,2515.2394855953753,-575.0230931319729,574.0299362979329,421.875,0.01175829472505589,829
75000,149.99999999998812,-3474.2459771648482,2580.0651014707983,-894.18087569405,588.8244894069124,421.875,0.01175829472505589,829
80000,160.00000000003587,-3300.7567193523482,2748.1450013890862,-552.611717963262,627.1838165388255,421.875,0.01175829472505589,829
85000,170.00000000008362,-3327.9080865398482,2825.1855241581798,-502.72256238166847,644.7660653190184,421.875,0.01175829472505589,830
90000,180.00000000013137,-3222.5282037273482,2581.111160311848,-641.4170434155003,589.0632217794481,421.875,0.01175829472505589,831
95000,190.0000000001791,-3137.9110162273482,2842.2859641984105,-295.6250520289377,648.6687412125771,421.875,0.01175829472505589,831
100000,200.00000000022686,-3356.3885552898482,2554.7298721782863,-801.6586831115619,583.0424634248292,421.875,0.01175829472505589,832
105000,210.0000000002746,-3475.5242974773482,2533.5293147414923,-941.994982735856,578.2040555099492,421.875,0.01175829472505589,832
110000,220.00000000032236,-3568.0145318523482,2574.708918660879,-993.3056131914691,587.6020971477315,421.875,0.01175829472505589,831
115000,230.0000000003701,-3360.5653131023482,2570.8385978501756,-789.7267152521727,586.7188094842131,421.875,0.01175829472505589,832
120000,240.00000000041786,-3373.6532037273482,2632.511363528669,-741.1418401986793,600.7938166381991,421.875,0.01175829472505589,833
125000,250.0000000004656,-3592.1922662273482,2646.1031848862767,-946.0890813410715,603.8957528127712,421.875,0.01175829472505589,834
130000,260.00000000051335,-3492.3348443523482,2540.930796943605,-951.4040474087433,579.893227607207,421.875,0.01175829472505589,835
135000,270.0000000005611,-3379.6473443523482,2723.5980253256857,-656.0493190266625,621.5816863294847,421.875,0.01175829472505589,835
140000,280.00000000060885,-3428.5487115398482,2614.5879941880703,-813.9607173517779,596.7033311716064,421.875,0.01175829472505589,836
145000,290.0000000006566,-3513.5350396648482,2579.2876613400877,-934.2473783247606,588.647061408003,421.875,0.01175829472505589,837
150000,300.00000000070435,-3290.0350396648482,2682.9120786227286,-607.1229610421196,612.2963075304193,421.875,0.01175829472505589,837
155000,310.0000000007521,-3412.9666802898482,2600.442111261189,-812.5245690286592,593.4749466293393,421.875,0.01175829472505589,837
160000,320.00000000079984,-3581.4920709148482,2674.9521959871054,-906.5398749277429,610.4796968464532,421.875,0.01175829472505589,838
165000,330.0000000008476,-3209.9168756023482,2541.2180563081056,-668.6988192942426,579.9587861656066,421.875,0.01175829472505589,839
170000,340.00000000089534,-3650.6649224773482,2633.7894040346146,-1016.8755184427337,601.0854920489962,421.875,0.01175829472505589,839
175000,350.0000000009431,-3592.3768365398482,2500.589908743277,-1091.786927796571,570.6865983313651,421.875,0.01175829472505589,840
180000,360.00000000099084,-3667.3778131023482,2428.6554668843746,-1238.7223462179736,554.2696633578274,421.875,0.01175829472505589,840
