,,Sage 2.0.0 - RCT,Sage 2.0.0 - Espaloma-AM1-BCC
g(r) (chain O - water O),Radius (nanometer),"[0.0025, 0.0075, 0.012499999, 0.0175, 0.0225, 0.0275, 0.0325, 0.0375, 0.0425, 0.0475, 0.052500002, 0.057499997, 0.0625, 0.067499995, 0.072500005, 0.0775, 0.082499996, 0.087500006, 0.0925, 0.0975, 0.1025, 0.1075, 0.1125, 0.1175, 0.1225, 0.1275, 0.1325, 0.1375, 0.1425, 0.14750001, 0.1525, 0.1575, 0.1625, 0.1675, 0.1725, 0.17750001, 0.1825, 0.1875, 0.1925, 0.19749999, 0.2025, 0.2075, 0.2125, 0.2175, 0.2225, 0.22749999, 0.2325, 0.2375, 0.2425, 0.2475, 0.2525, 0.2575, 0.2625, 0.26749998, 0.2725, 0.2775, 0.2825, 0.2875, 0.2925, 0.2975, 0.3025, 0.3075, 0.3125, 0.3175, 0.3225, 0.3275, 0.3325, 0.3375, 0.3425, 0.3475, 0.3525, 0.35750002, 0.3625, 0.3675, 0.3725, 0.3775, 0.3825, 0.3875, 0.39249998, 0.3975, 0.4025, 0.4075, 0.4125, 0.4175, 0.4225, 0.4275, 0.4325, 0.4375, 0.4425, 0.4475, 0.4525, 0.4575, 0.4625, 0.4675, 0.4725, 0.4775, 0.48250002, 0.4875, 0.4925, 0.4975, 0.5025, 0.5075, 0.5125, 0.5175, 0.5225, 0.5275, 0.5325, 0.5375, 0.5425, 0.5475, 0.5525, 0.5575, 0.5625, 0.5675, 0.5725, 0.5775, 0.5825, 0.5875, 0.5925, 0.5975, 0.6025, 0.6075, 0.6125, 0.6175, 0.6225, 0.6275, 0.6325, 0.6375, 0.6425, 0.6475, 0.6525, 0.6575, 0.6625, 0.6675, 0.6725, 0.6775, 0.6825, 0.6875, 0.6925, 0.6975, 0.7025, 0.7075, 0.7125, 0.7175, 0.7225, 0.7275, 0.7325, 0.7375, 0.7425, 0.7475, 0.7525, 0.7575, 0.7625, 0.7675, 0.7725, 0.7775, 0.7825, 0.7875, 0.7925, 0.7975, 0.8025, 0.8075, 0.8125, 0.8175, 0.8225, 0.8275, 0.8325, 0.8375, 0.8425, 0.8475, 0.8525, 0.8575, 0.8625, 0.8675, 0.8725, 0.8775, 0.8825, 0.8875, 0.8925, 0.8975, 0.9025, 0.9075, 0.9125, 0.9175, 0.9225, 0.9275, 0.9325, 0.9375, 0.9425, 0.9475, 0.9525, 0.9575, 0.9625, 0.9675, 0.9725, 0.9775, 0.9825, 0.9875, 0.9925, 0.9975, 1.0025, 1.0074999, 1.0125, 1.0174999, 1.0225, 1.0274999, 1.0325, 1.0374999, 1.0425, 1.0474999, 1.0525, 1.0574999, 1.0625, 1.0675001, 1.0725, 1.0775001, 1.0825, 1.0875001, 1.0925, 1.0975001, 1.1025, 1.1075001, 1.1125, 1.1175001, 1.1225, 1.1275, 1.1324999, 1.1375, 1.1424999, 1.1475, 1.1524999, 1.1575, 1.1624999, 1.1675, 1.1724999, 1.1775, 1.1824999, 1.1875, 1.1925001, 1.1975, 1.2025001, 1.2075, 1.2125001, 1.2175, 1.2225001, 1.2275, 1.2325001, 1.2375, 1.2425001, 1.2475, 1.2525, 1.2574999, 1.2625, 1.2674999, 1.2725, 1.2774999, 1.2825, 1.2874999, 1.2925, 1.2974999, 1.3025, 1.3074999, 1.3125, 1.3175001, 1.3225, 1.3275001, 1.3325, 1.3375001, 1.3425, 1.3475001, 1.3525, 1.3575001, 1.3625, 1.3675001, 1.3725, 1.3775, 1.3824999, 1.3875, 1.3924999, 1.3975, 1.4024999, 1.4075, 1.4124999, 1.4175, 1.4224999, 1.4275, 1.4324999, 1.4375, 1.4425001, 1.4475, 1.4525001, 1.4575, 1.4625001, 1.4675, 1.4725001, 1.4775, 1.4825001, 1.4875, 1.4925001, 1.4975, 1.5025, 1.5074999, 1.5125, 1.5174999, 1.5225, 1.5274999, 1.5325, 1.5374999, 1.5425, 1.5474999, 1.5525, 1.5574999, 1.5625, 1.5675001, 1.5725, 1.5775001, 1.5825, 1.5875001, 1.5925, 1.5975001, 1.6025, 1.6075001, 1.6125, 1.6175001, 1.6225, 1.6275, 1.6324999, 1.6375, 1.6424999, 1.6475, 1.6524999, 1.6575, 1.6624999, 1.6675, 1.6724999, 1.6775, 1.6824999, 1.6875, 1.6925001, 1.6975, 1.7025001, 1.7075, 1.7125001, 1.7175, 1.7225001, 1.7275, 1.7325001, 1.7375, 1.7425001, 1.7475, 1.7525, 1.7574999, 1.7625, 1.7674999, 1.7725, 1.7774999, 1.7825, 1.7874999, 1.7925, 1.7974999, 1.8025, 1.8074999, 1.8125, 1.8175001, 1.8225, 1.8275001, 1.8325, 1.8375001, 1.8425, 1.8475001, 1.8525, 1.8575001, 1.8625, 1.8675001, 1.8725, 1.8775, 1.8824999, 1.8875, 1.8924999, 1.8975, 1.9024999, 1.9075, 1.9124999, 1.9175, 1.9224999, 1.9275, 1.9324999, 1.9375, 1.9425001, 1.9475, 1.9525001, 1.9575, 1.9625001, 1.9675, 1.9725001, 1.9775, 1.9825001, 1.9875, 1.9925001, 1.9975]","[0.0025, 0.0075, 0.012499999, 0.0175, 0.0225, 0.0275, 0.0325, 0.0375, 0.0425, 0.0475, 0.052500002, 0.057499997, 0.0625, 0.067499995, 0.072500005, 0.0775, 0.082499996, 0.087500006, 0.0925, 0.0975, 0.1025, 0.1075, 0.1125, 0.1175, 0.1225, 0.1275, 0.1325, 0.1375, 0.1425, 0.14750001, 0.1525, 0.1575, 0.1625, 0.1675, 0.1725, 0.17750001, 0.1825, 0.1875, 0.1925, 0.19749999, 0.2025, 0.2075, 0.2125, 0.2175, 0.2225, 0.22749999, 0.2325, 0.2375, 0.2425, 0.2475, 0.2525, 0.2575, 0.2625, 0.26749998, 0.2725, 0.2775, 0.2825, 0.2875, 0.2925, 0.2975, 0.3025, 0.3075, 0.3125, 0.3175, 0.3225, 0.3275, 0.3325, 0.3375, 0.3425, 0.3475, 0.3525, 0.35750002, 0.3625, 0.3675, 0.3725, 0.3775, 0.3825, 0.3875, 0.39249998, 0.3975, 0.4025, 0.4075, 0.4125, 0.4175, 0.4225, 0.4275, 0.4325, 0.4375, 0.4425, 0.4475, 0.4525, 0.4575, 0.4625, 0.4675, 0.4725, 0.4775, 0.48250002, 0.4875, 0.4925, 0.4975, 0.5025, 0.5075, 0.5125, 0.5175, 0.5225, 0.5275, 0.5325, 0.5375, 0.5425, 0.5475, 0.5525, 0.5575, 0.5625, 0.5675, 0.5725, 0.5775, 0.5825, 0.5875, 0.5925, 0.5975, 0.6025, 0.6075, 0.6125, 0.6175, 0.6225, 0.6275, 0.6325, 0.6375, 0.6425, 0.6475, 0.6525, 0.6575, 0.6625, 0.6675, 0.6725, 0.6775, 0.6825, 0.6875, 0.6925, 0.6975, 0.7025, 0.7075, 0.7125, 0.7175, 0.7225, 0.7275, 0.7325, 0.7375, 0.7425, 0.7475, 0.7525, 0.7575, 0.7625, 0.7675, 0.7725, 0.7775, 0.7825, 0.7875, 0.7925, 0.7975, 0.8025, 0.8075, 0.8125, 0.8175, 0.8225, 0.8275, 0.8325, 0.8375, 0.8425, 0.8475, 0.8525, 0.8575, 0.8625, 0.8675, 0.8725, 0.8775, 0.8825, 0.8875, 0.8925, 0.8975, 0.9025, 0.9075, 0.9125, 0.9175, 0.9225, 0.9275, 0.9325, 0.9375, 0.9425, 0.9475, 0.9525, 0.9575, 0.9625, 0.9675, 0.9725, 0.9775, 0.9825, 0.9875, 0.9925, 0.9975, 1.0025, 1.0074999, 1.0125, 1.0174999, 1.0225, 1.0274999, 1.0325, 1.0374999, 1.0425, 1.0474999, 1.0525, 1.0574999, 1.0625, 1.0675001, 1.0725, 1.0775001, 1.0825, 1.0875001, 1.0925, 1.0975001, 1.1025, 1.1075001, 1.1125, 1.1175001, 1.1225, 1.1275, 1.1324999, 1.1375, 1.1424999, 1.1475, 1.1524999, 1.1575, 1.1624999, 1.1675, 1.1724999, 1.1775, 1.1824999, 1.1875, 1.1925001, 1.1975, 1.2025001, 1.2075, 1.2125001, 1.2175, 1.2225001, 1.2275, 1.2325001, 1.2375, 1.2425001, 1.2475, 1.2525, 1.2574999, 1.2625, 1.2674999, 1.2725, 1.2774999, 1.2825, 1.2874999, 1.2925, 1.2974999, 1.3025, 1.3074999, 1.3125, 1.3175001, 1.3225, 1.3275001, 1.3325, 1.3375001, 1.3425, 1.3475001, 1.3525, 1.3575001, 1.3625, 1.3675001, 1.3725, 1.3775, 1.3824999, 1.3875, 1.3924999, 1.3975, 1.4024999, 1.4075, 1.4124999, 1.4175, 1.4224999, 1.4275, 1.4324999, 1.4375, 1.4425001, 1.4475, 1.4525001, 1.4575, 1.4625001, 1.4675, 1.4725001, 1.4775, 1.4825001, 1.4875, 1.4925001, 1.4975, 1.5025, 1.5074999, 1.5125, 1.5174999, 1.5225, 1.5274999, 1.5325, 1.5374999, 1.5425, 1.5474999, 1.5525, 1.5574999, 1.5625, 1.5675001, 1.5725, 1.5775001, 1.5825, 1.5875001, 1.5925, 1.5975001, 1.6025, 1.6075001, 1.6125, 1.6175001, 1.6225, 1.6275, 1.6324999, 1.6375, 1.6424999, 1.6475, 1.6524999, 1.6575, 1.6624999, 1.6675, 1.6724999, 1.6775, 1.6824999, 1.6875, 1.6925001, 1.6975, 1.7025001, 1.7075, 1.7125001, 1.7175, 1.7225001, 1.7275, 1.7325001, 1.7375, 1.7425001, 1.7475, 1.7525, 1.7574999, 1.7625, 1.7674999, 1.7725, 1.7774999, 1.7825, 1.7874999, 1.7925, 1.7974999, 1.8025, 1.8074999, 1.8125, 1.8175001, 1.8225, 1.8275001, 1.8325, 1.8375001, 1.8425, 1.8475001, 1.8525, 1.8575001, 1.8625, 1.8675001, 1.8725, 1.8775, 1.8824999, 1.8875, 1.8924999, 1.8975, 1.9024999, 1.9075, 1.9124999, 1.9175, 1.9224999, 1.9275, 1.9324999, 1.9375, 1.9425001, 1.9475, 1.9525001, 1.9575, 1.9625001, 1.9675, 1.9725001, 1.9775, 1.9825001, 1.9875, 1.9925001, 1.9975]"
g(r) (chain O - water O),observables,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00011025516327911449, 0.001259615191738175, 0.0110646835898561, 0.043946022895548775, 0.1150540589153129, 0.22558125923011307, 0.3463513685261401, 0.44839508398583733, 0.5122122213160829, 0.5376728051051067, 0.5309144298360775, 0.5087772689650458, 0.4728699935231654, 0.4392192314346725, 0.4034258553355953, 0.37159410950888433, 0.3443566469015927, 0.3271803302078374, 0.31251364912336277, 0.2988539422566057, 0.2891680362731207, 0.2859868655043347, 0.2822895979465564, 0.28454232520988654, 0.2895680315996752, 0.2967162424927574, 0.30554378377679653, 0.3193254513178807, 0.3348010092470339, 0.3516106080403279, 0.37184090542543907, 0.3978070217204001, 0.4225763178080162, 0.4475398428740544, 0.47738197872422544, 0.5030916387531896, 0.5335048180913818, 0.5622196311423714, 0.5933446072909648, 0.6291976266237457, 0.6638436615597474, 0.6954574611913885, 0.7246146386137318, 0.749789459661033, 0.76992154844192, 0.7798169943605413, 0.7855178891584316, 0.7884229189267742, 0.781764187321775, 0.7761246849896201, 0.7689366124255497, 0.7565992188985811, 0.7491787606456268, 0.7370584579616676, 0.7299747827609475, 0.7220644966340832, 0.7144427043946167, 0.706503976116274, 0.7006483018706499, 0.6942726045663478, 0.6868117292290368, 0.6819033383750877, 0.6767093711279119, 0.6723911362070748, 0.6660834768352594, 0.6638567737387416, 0.660487353961599, 0.6568450686747784, 0.6533072845823207, 0.6468452361664709, 0.6452347690863313, 0.6408995200084167, 0.6358196975337256, 0.6329017744570018, 0.6314482499214998, 0.6289511283836265, 0.6291281957063456, 0.6275548979531754, 0.6304180233024376, 0.6302256065794364, 0.6345877029383724, 0.6366945044012876, 0.6389466071252798, 0.6477376051464458, 0.6536334824425608, 0.6621172672202115, 0.6679621468520482, 0.6766027480461894, 0.6838161554595694, 0.6936258455326483, 0.7043530366899576, 0.7117597492272238, 0.7205457907446331, 0.7298574501311801, 0.7373909158936859, 0.745834424202896, 0.7525619569712383, 0.7601855871232037, 0.7663847946880269, 0.7684445317724873, 0.7755339032375141, 0.77882027415243, 0.7827389175585424, 0.7851097803112851, 0.7844316952749072, 0.7860612272827522, 0.7871889195661883, 0.7877234551013725, 0.7900335558028158, 0.7906156777268816, 0.7923521895262994, 0.7948028847760065, 0.7955467458097343, 0.7962310714333535, 0.7967626180235796, 0.7993449993363154, 0.8002937811762076, 0.8027154109663648, 0.8059079226824813, 0.8077753271143364, 0.8113089689122746, 0.8140473915239117, 0.8148511905660466, 0.8164362928833866, 0.8178545716893377, 0.8207616807706479, 0.8219363302465792, 0.823036647694717, 0.8262959377996775, 0.8262824770830344, 0.8288136463242095, 0.8295189914092885, 0.8328240796505998, 0.8332067938733616, 0.8328023284225436, 0.8364779409392694, 0.8367779449397484, 0.838712449467374, 0.8411711331302602, 0.8420574142803225, 0.8451736448250227, 0.8447002146389103, 0.8471944290848241, 0.8480621345349021, 0.8507450808768546, 0.8516666514764945, 0.8533031102119361, 0.8536480880525654, 0.8558347515054596, 0.8569893419600547, 0.8594250757763097, 0.860278768323134, 0.8617713388610441, 0.862806593807508, 0.8650176716646554, 0.8660327230383955, 0.8669252943807101, 0.869705914579925, 0.8706981461781266, 0.8719973635980963, 0.8727992616370122, 0.8749323388420557, 0.8770332867855026, 0.8771222775587221, 0.8785795673660963, 0.881197931132071, 0.8819014010513118, 0.8846896570578848, 0.8856501397725266, 0.8876744377566361, 0.887602233715441, 0.8895967536044541, 0.8915622783832502, 0.8938919339627811, 0.8953686516511692, 0.8979314126907161, 0.8989095600026937, 0.8994753788374718, 0.9026127522389722, 0.9038673409137269, 0.9048837352581138, 0.9058778547354487, 0.9071325731509916, 0.9086719687313423, 0.9104462125952331, 0.9108899891124808, 0.9133732398278946, 0.913383105396842, 0.9151190574158146, 0.9150497113027452, 0.917316737669731, 0.9171359380406547, 0.9186098190165791, 0.919593293521024, 0.9215759431705622, 0.9204548000710144, 0.9215958404076983, 0.9236357306097631, 0.9241771112082044, 0.9253611442685387, 0.9261450922000909, 0.9279486795134357, 0.9284993642475514, 0.928942267725194, 0.9305262742174858, 0.9321455459209641, 0.9322718243815284, 0.9338031301456164, 0.9339520682143219, 0.934614083401716, 0.9353062437355586, 0.9369114077665714, 0.937331077836602, 0.9380919477087541, 0.9392044550573807, 0.9396961094671792, 0.9407826351467294, 0.9431568686943853, 0.9423863629948781, 0.9428779238542, 0.9442428147757521, 0.9453825843390578, 0.9462390237429529, 0.9462597145328849, 0.948516376676776, 0.9488827543784446, 0.9499363717387079, 0.9503326550771884, 0.9517047558032242, 0.951507703998116, 0.9535405038552422, 0.9527629678263316, 0.9542944530043231, 0.9549155545781918, 0.9561421916402302, 0.9559054586163117, 0.956146273909953, 0.9578120635262101, 0.9594073568720651, 0.9595223606684161, 0.9588581675299015, 0.9609759826937737, 0.9610014639130288, 0.9612644705204679, 0.9627266178118163, 0.9637128757365658, 0.9631656829938277, 0.9652535595151557, 0.9646144370966121, 0.9646565690313458, 0.9662520902729161, 0.9666466006152808, 0.9676036946972718, 0.9677607009835444, 0.9682614800394923, 0.9682559045185397, 0.9685243120380855, 0.9689755773627273, 0.9694346432408084, 0.9710754105029122, 0.9711397194787689, 0.9717686329559692, 0.9721130744698028, 0.9712811088418669, 0.9737616908877935, 0.9727006625970974, 0.9738549434450634, 0.9754204561707444, 0.9753773627619267, 0.9752740246661199, 0.9760932879478609, 0.9764737997015802, 0.9763693980288042, 0.9772165152766997, 0.9774862055661832, 0.9780124949851352, 0.9785129512096825, 0.9791874354652208, 0.979220740180667, 0.9799295218694132, 0.9804704479565001, 0.9800276739793089, 0.9805441093116806, 0.9808388937740966, 0.9809909380708016, 0.9811678780916837, 0.9823086538885814, 0.9826593124125138, 0.9825829430696151, 0.9834461146761249, 0.9839003692245263, 0.9841712453896203, 0.9841954683179035, 0.9839437424060637, 0.9853107484388324, 0.9846819769975584, 0.9852279077399326, 0.9867614600486054, 0.9869772541965502, 0.9865714339873554, 0.9867623622478598, 0.9877041556191405, 0.9882866156259723, 0.98729589955653, 0.9876438337397003, 0.9882333453344438, 0.9884994566169444, 0.9886045085065004, 0.98906060929347, 0.9886023278819558, 0.9890333503636757, 0.9894872730985963, 0.9899857711794811, 0.9906471648482523, 0.9904725069456413, 0.9909753884457294, 0.991172907998521, 0.9907874208862999, 0.9919416686788272, 0.9910467086628215, 0.9917808893797111, 0.9916582645142579, 0.9925916662423003, 0.9925366192239546, 0.9926393046043511, 0.9924886617681736, 0.9930408961153989, 0.9934123076467476, 0.9926349273506889, 0.9941840432465219, 0.9934139703278201, 0.9943570324175806, 0.9940594159203118, 0.9946119051162328, 0.9945456862924865, 0.9941869561266891, 0.9954084171277822, 0.9951315765804966, 0.9945537331781644, 0.9949619094106418, 0.996045512746824, 0.9954601090910308, 0.9967265782941558, 0.9959391781509026, 0.997096004007239, 0.9959279650106387, 0.9968823026064391, 0.9972798424170813, 0.9974643354561314, 0.996312786150236, 0.9974303883112471, 0.9967592636344228]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.299058885633585e-05, 0.0007718303431016749, 0.00829860298715335, 0.04860266339621509, 0.1662111041646121, 0.36943341553617226, 0.6134285873886828, 0.8253536032454715, 0.9409356586929671, 0.9761389998021172, 0.9205478728059149, 0.8393195227515194, 0.7407026172332802, 0.6432604307444295, 0.563250519424689, 0.4952738834712548, 0.44328993248582876, 0.40031187516158856, 0.36846052455910017, 0.3483971184108585, 0.3353269290429982, 0.32863623982506274, 0.32543951806853055, 0.329245871192118, 0.33546549576601753, 0.3472140592103182, 0.3600149567369407, 0.3826228512873697, 0.4046995731158229, 0.43213091280145555, 0.4624193367094754, 0.5008220816525109, 0.5364253924675053, 0.578080577492789, 0.6148282187415072, 0.6578679201480345, 0.6972666001019641, 0.733853446079749, 0.7753220691479751, 0.815369554198998, 0.8597769618565047, 0.9025551509141672, 0.94631181565847, 0.9849162395493337, 1.0136963081374053, 1.0326623329332802, 1.0414677561381083, 1.0468640929756945, 1.0392955702722197, 1.0308169674079881, 1.017557121994818, 1.0036427982084757, 0.9895103203053615, 0.9740820231128937, 0.956708898624926, 0.9440909466471403, 0.928430797862455, 0.916718391757571, 0.9016986201582283, 0.8912643526905841, 0.8815862861921913, 0.8696021868168691, 0.8590017242512591, 0.8499255137571697, 0.8384075727628697, 0.8337744816946624, 0.822750719950734, 0.8159538706198485, 0.8117662393382474, 0.8058916283763495, 0.7951492603392218, 0.7924076534451875, 0.7867872476102212, 0.7816094028876078, 0.7792950443065917, 0.7747996748771617, 0.7739598906941687, 0.7696782745168298, 0.7711415730474902, 0.7730229721824404, 0.7761450250529067, 0.7781598542674122, 0.7829258234305312, 0.7882673343218731, 0.7932180206103252, 0.8013047124262851, 0.8100360030803526, 0.8181537549789251, 0.8258939139668711, 0.8341122745806124, 0.8447903938403437, 0.8512226700361446, 0.8604166159771891, 0.8671314495214184, 0.8783908146064598, 0.8842475328888635, 0.8908279714504788, 0.8991824358507537, 0.9030758165497693, 0.9080046347792023, 0.9116243607704071, 0.9154774163395198, 0.9155503211315846, 0.9181291917071432, 0.9159898760304934, 0.9165262279620474, 0.914986893662949, 0.9141062614646751, 0.9128388482453795, 0.912064431018605, 0.9100487162003106, 0.9091377924363409, 0.906078389682325, 0.9084349676588375, 0.9063032794554804, 0.90618710788425, 0.9059884240561857, 0.9062196201546312, 0.905876092651277, 0.9057669312607766, 0.9074005522214403, 0.9080980278561753, 0.9071307425510234, 0.9067633167727464, 0.9084264062957969, 0.9090248802660221, 0.9079627011503102, 0.9098490301492695, 0.9107196817828389, 0.9105195129943763, 0.9105438035056691, 0.9126863577422755, 0.9121850551170436, 0.9116528262943451, 0.9144304340540299, 0.914585309569768, 0.9159563201239377, 0.9149891149662068, 0.9149428400025069, 0.9164602119944909, 0.9188267488294386, 0.9204023332388449, 0.9203279306244169, 0.9220083031713806, 0.921912354578452, 0.9240524955304914, 0.9250492517278339, 0.9255649360718186, 0.9277612508419587, 0.927157288982376, 0.9296125275398123, 0.9312690957713397, 0.9320279355436452, 0.9314297217340671, 0.9338103307065, 0.9340594059585241, 0.9354697171675355, 0.93680137554419, 0.9372736022117569, 0.9375710848855724, 0.9382543689147487, 0.9374638910892183, 0.9395385140967949, 0.9391624411325993, 0.9411913950099183, 0.9420586786146121, 0.9421452589203665, 0.9426993749058198, 0.9433387218063218, 0.9451092352033315, 0.9441347815910813, 0.9466847636222021, 0.9470794127016501, 0.9474233372495504, 0.9471113284362382, 0.9486250256106818, 0.9498412322571377, 0.9489690649704169, 0.9506609841784862, 0.9511791697812929, 0.9510667260377753, 0.9522147801055483, 0.9510406364460573, 0.9519556351688347, 0.9536186676516273, 0.953144893973387, 0.9533923881929246, 0.9532052408082445, 0.9537532008452998, 0.954381151687199, 0.9541713203814183, 0.9541135564827831, 0.9540101857504173, 0.9546203000489376, 0.9554537749560483, 0.955505849673628, 0.9557049818118583, 0.9555446142851871, 0.956716693829984, 0.9562796260567066, 0.9556838666761935, 0.956250230364401, 0.9560004763714789, 0.9588011982391746, 0.9577835168221225, 0.9583035863937841, 0.9582699772143934, 0.959719021557519, 0.9598116827710781, 0.9593730825898711, 0.9602854554495783, 0.9620306911852752, 0.9609404562754177, 0.9608642545445084, 0.9606866881407767, 0.9626214034173599, 0.9624569493928975, 0.962196694403647, 0.9639518767165909, 0.9650349753507412, 0.9656308106174589, 0.9646759064499968, 0.9651194387612807, 0.965805207132963, 0.9661954911606251, 0.9665884753469541, 0.9668307496469741, 0.9671986081840029, 0.9675853903788745, 0.9673922705710388, 0.9680025747688, 0.9682851827559027, 0.968688928131598, 0.9685310645709617, 0.9695575830258034, 0.9698370993548613, 0.9699806581920547, 0.9701648180815989, 0.9705754788914078, 0.9719610425239654, 0.9716221500291301, 0.9707011357379933, 0.9726146238556876, 0.9718774669615619, 0.9721777959903337, 0.9720850938106511, 0.9728663318549451, 0.9735032282818267, 0.973713275141251, 0.9738463627642655, 0.9735969094055252, 0.9746186703939892, 0.9741802913069632, 0.9745223854542054, 0.9749799621741522, 0.9740310227186764, 0.975065261274831, 0.9754743577002671, 0.9760194522141896, 0.975330411838226, 0.9749233330546127, 0.975615315448305, 0.9756707339135775, 0.976521909696948, 0.9770100455899693, 0.9770979848664922, 0.9772996165078353, 0.9777117077953881, 0.9769082318612561, 0.9783401255243707, 0.9771450937796604, 0.9787311603200697, 0.9781931322778781, 0.978661624532387, 0.9785299133334283, 0.9794824081091753, 0.9794665593552414, 0.9793501358487832, 0.9789351779769098, 0.9805927711516617, 0.9808834605691095, 0.9803695649733124, 0.9798066876141829, 0.9809318545837616, 0.981707313163114, 0.9809480123724053, 0.9815133349969893, 0.9816756970960381, 0.9818196405131983, 0.9816076691186355, 0.9825780099055529, 0.9827265005997775, 0.9834342986440464, 0.9820585926651038, 0.9826585040522425, 0.9821233905004652, 0.9831037133646726, 0.9843873287363586, 0.9835002308656593, 0.9838605685929699, 0.9831097285214009, 0.9845208870914468, 0.9838489429538865, 0.9841226473417546, 0.9851395880261884, 0.9840876541898099, 0.9850399552549793, 0.9846284049630436, 0.9855634465514196, 0.9849158481247706, 0.9857404477715059, 0.9858024748293559, 0.9865230874753473, 0.9867556382812199, 0.9867037637340071, 0.986751264356016, 0.9866466034873895, 0.9865851011040283, 0.9864432943201682, 0.9872075194455705, 0.9866626125096376, 0.9872224749960133, 0.987590004288903, 0.9872148047690446, 0.9879640127839495, 0.987622388867892, 0.9871775701208286, 0.9878107843013372, 0.988136475371538, 0.9883498590312771, 0.9882807259142581, 0.9886871246933893, 0.9879088189000909, 0.9883398982188151, 0.9885925662887999, 0.9887212957980172, 0.9888526850872886, 0.9881076588593785, 0.9887662149961162, 0.9898289813573612, 0.9898082902007611, 0.9899384109128732, 0.9895107659020059, 0.9897005558730508, 0.9902090655459895, 0.990377548471832, 0.9902597542731437, 0.9895697538451723, 0.9905437649636074, 0.9904940453538614, 0.9907045456456338, 0.9910246021751019, 0.9910677652707638]"
