#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
10000,19.999999999999794,-586761.3483045138,107370.45222482178,-479390.89607969206,302.3576949445521,423.4938217294716,1.0049673057666204,0
20000,40.00000000000292,-585886.5670324708,107730.62774293189,-478155.93928953895,303.37195759479414,424.78730181822465,1.001907173803417,254
30000,60.00000000002736,-584848.4853155972,107358.83906663663,-477489.6462489605,302.3249920205434,424.2528745598074,1.0031692666169068,229
40000,79.99999999999496,-586663.3418589849,106551.95429072832,-480111.3875682566,300.0527856930647,425.09556125163306,1.0011806375469219,237
50000,99.99999999994834,-585670.1280987258,106045.89568690758,-479624.23241181823,298.62771287472816,424.80686405761406,1.0018610362533016,241
60000,119.99999999990173,-585439.8867095564,106733.63611291524,-478706.2505966412,300.564405937103,424.676581196501,1.0021683885491899,244
70000,139.99999999994037,-586000.4068810847,106966.40149068151,-479034.00539040315,301.21987866377964,423.97714771469504,1.0038216619134197,237
80000,160.00000000003587,-584811.1041351976,108016.42215849651,-476794.6819767011,304.17676132736307,425.7953172645931,0.9995352879087828,239
90000,180.00000000013137,-585965.5265645483,106041.27871958236,-479924.2478449659,298.6147113871759,424.6362422590474,1.0022635909928828,241
100000,200.00000000022686,-585835.2097644531,107201.96527024823,-478633.2444942049,301.88323175512255,425.8363465811599,0.999438982720002,236
110000,220.00000000032236,-584260.4865802894,106495.54325244698,-477764.94332784245,299.89393089501976,425.98968282999203,0.9990792316961535,237
120000,240.00000000041786,-585582.6469789557,106085.4748659305,-479497.1721130252,298.7391687649587,424.75314341048806,1.0019877466120894,238
130000,260.00000000051335,-585999.2277300553,106551.17969446094,-479448.0480355944,300.0506044119295,426.82521910577,0.9971234734534531,235
140000,280.00000000060885,-584007.9752481016,106235.32137279003,-477772.6538753116,299.16114001934693,425.23730659121657,1.000846911678439,236
150000,300.00000000070435,-585854.318236588,105460.59555347191,-480393.7226831161,296.97949406285437,425.8250606313155,0.9994654715748729,237
160000,320.00000000079984,-586706.4828155986,105607.61419021885,-481098.86862537975,297.39350196912284,424.1240780003538,1.0034739056524906,235
170000,340.00000000089534,-585944.4149393253,105867.9472195977,-480076.4677197276,298.1266058450021,423.8474301654775,1.0041288792670415,236
180000,360.00000000099084,-585129.5105040823,106586.36192243028,-478543.148581652,300.1496783855545,423.8891225567768,1.004030116331355,236
190000,380.00000000108633,-587415.0271285013,105999.96859874572,-481415.0585297556,298.49838112447105,423.3468383877254,1.0053162240519438,234
200000,400.00000000118183,-586532.5578515711,106774.730703937,-479757.8271476341,300.6801292628278,425.8521533158179,0.9994018856507874,235
210000,420.00000000127733,-585383.9570905524,107643.61668496625,-477740.3404055862,303.12693242840953,424.5917039283892,1.0023687252826234,236
