Sample Time (ns),"Radius of Gyration (Rg, nm)","Solvent Accessible Surface Area (SASA, nm**2)","Relative Shape Anisotropy (K2, dimensionless)"
0.02,0.8978195208995986,25.050884,0.21214103586100685
0.04,0.8923164801255519,24.739119,0.19970256187904412
0.06,0.9002870877907995,25.128265,0.22462071258779348
0.08,0.8996255259773499,24.892939,0.23430473380429162
0.09999999999999999,0.9063244334000246,25.056387,0.24373111816654347
0.12,0.9076905655991628,25.129288,0.25385800906484113
0.13999999999999999,0.9097344225443691,25.20423,0.2268171367487649
0.16,0.9269145463690904,25.470373,0.2552470751237951
0.18,0.9299561668372627,25.123995,0.2846120684626512
0.19999999999999998,0.928412022432438,25.549438,0.25515657023560734
0.22,0.9289713549973156,25.304838,0.2671338277312372
0.24,0.899637282886647,24.986942,0.22311292578455566
0.26,0.918799646037454,25.449146,0.24225832906411993
0.27999999999999997,0.9105262461898306,25.214289,0.23313761679613365
0.3,0.9390264128463215,25.938492,0.2699030518237525
0.32,0.9314539894152063,26.02511,0.25067845074765605
0.33999999999999997,0.9520771870184667,26.165833,0.2899761619910518
0.36,0.9571321243810696,26.101007,0.3027598957039215
0.38,0.9462148546129,26.003368,0.2915383546143838
0.39999999999999997,0.9475208770300525,25.768728,0.30122600090674734
0.42,0.949405969854631,25.569435,0.3146397732484305
0.44,0.9808393831601993,27.039349,0.3178007057136014
0.45999999999999996,0.9737803199911513,26.40358,0.32149412702828706
0.48,0.9598006547154712,26.789776,0.29805849780649585
0.5,0.9739757200885797,26.713305,0.3277585331383017
0.52,0.9833842467081184,26.713495,0.32548297149246885
0.5399999999999999,1.0042852708133145,27.254507,0.3391934484371222
0.5599999999999999,0.9907250537650262,26.951385,0.325103841118091
0.58,0.9646081632212293,26.427406,0.27666615081849055
0.6,1.0009180829576505,28.258785,0.2925643760542751
0.62,0.9887897292887544,27.757475,0.3134242228060219
0.64,0.9796231203666343,26.575788,0.31455823123078297
0.6599999999999999,0.9621914552994189,26.638231,0.29479935261073087
0.6799999999999999,0.9461267896348626,25.828465,0.27832466673852585
0.7,0.9357028494805355,25.664381,0.2599442403117491
0.72,0.9314445840716381,26.056952,0.2685737834601669
0.74,0.9492212764172718,26.38345,0.24843241860274323
0.76,0.9274511938044699,25.73003,0.2260336251388253
0.7799999999999999,0.9222826361440309,25.615437,0.2380923221053034
0.7999999999999999,0.9323317159864442,26.268047,0.24332247347004565
0.82,0.93421777426521,26.47908,0.2252941034502438
0.84,0.9246199796557755,26.597548,0.16838052992994668
0.86,0.9597408448337258,27.061457,0.24309232489112598
0.88,0.9762517342792042,27.49754,0.2666726019944896
0.8999999999999999,0.9475159442804846,27.449314,0.2272177426942934
0.9199999999999999,0.9632862077978691,27.659857,0.24845193144045952
0.94,0.9681002900079496,27.055,0.24211023840568702
0.96,0.9853921722021324,27.877504,0.2772044837753077
0.98,0.9816168947604607,28.334198,0.28307439191112616
1.0,0.9715578394797285,27.685759,0.25936075568114325
1.02,0.9828089726236756,27.366467,0.2663054369748853
1.04,1.0143190057668183,28.570559,0.28530766428473386
1.06,1.047342434256549,28.233633,0.32974290122161176
1.0799999999999998,1.0650283297555714,28.883171,0.3594186891794121
1.0999999999999999,1.0976421723634648,29.62491,0.37385287629053876
1.1199999999999999,1.0583749564843816,28.39399,0.32623526344690235
1.14,1.0174139633122274,28.578812,0.28741525700053205
1.16,1.008442993981904,27.95916,0.31240465043446874
1.18,1.0139945456046464,28.439886,0.3014153086324157
1.2,1.0038701507877075,27.924547,0.3056820110380376
1.22,0.9924756616816458,26.715654,0.29320282945056286
1.24,0.9720662196393588,26.811043,0.2519687764399823
1.26,0.9726560863665797,26.560343,0.2828998189296754
1.28,0.9602233375549132,26.335857,0.2701348961227612
1.3,0.9629840440904656,27.011671,0.2471425932229081
1.3199999999999998,0.949406915227795,26.847576,0.24401624776931452
1.3399999999999999,0.9416451718015756,26.620008,0.23629612651947107
1.3599999999999999,0.9684977885735194,27.154335,0.2447560160897222
1.38,0.9510307213262027,26.64037,0.20446799309780328
1.4,0.9441529805421668,25.989614,0.24645374001286913
1.42,0.9523307637685334,26.183573,0.21906025387502115
1.44,0.943734578609294,25.916037,0.22002192384768426
1.46,0.9349469978469411,26.03909,0.22338466680846225
1.48,0.9615922648017828,26.603243,0.24917245200998672
1.5,0.9550609453101934,25.683083,0.2616644832242214
1.52,0.941353484970278,25.802135,0.2625139881506384
1.54,0.9470249932888375,27.060438,0.214531417553125
1.5599999999999998,0.9829422703801111,27.40118,0.2785706087442834
1.5799999999999998,0.997537526936723,27.967455,0.3061236879806416
1.5999999999999999,0.9929622992975097,27.2461,0.3303468192439345
1.6199999999999999,1.0123634811655586,26.546518,0.38099549731980176
1.64,0.9763657878917115,26.320992,0.30756482074375213
1.66,0.9980678734455367,28.260654,0.3178704817835828
1.68,1.0042435062497614,27.970074,0.3077376870785884
1.7,1.0440842221743003,28.521168,0.34071481569963913
1.72,1.0698061077066698,28.031488,0.4490987647464153
1.74,1.0331004954546994,27.502882,0.39262685914396844
1.76,1.0369167849224155,28.38583,0.3847503732647831
1.78,1.0325088510238356,27.510714,0.3800503403955737
1.7999999999999998,1.0121430692082294,27.971325,0.36782096929186947
1.8199999999999998,1.0141309544898787,27.333939,0.3621197816366196
1.8399999999999999,1.0027307635061014,27.597918,0.35938650501680847
1.8599999999999999,0.9926805141990293,27.916243,0.33735550680671733
1.88,0.9845995641800654,26.289865,0.36882284939971133
1.9,1.0111093657678334,27.610325,0.3807143715237683
1.92,0.9960092155277972,26.853579,0.367412132173805
1.94,0.9925868094021648,26.783405,0.3639174028041323
1.96,0.9769216718511451,26.974495,0.3487603354370592
1.98,1.0076253617297288,26.745197,0.387820803098996
2.0,0.9705625313022271,27.869572,0.2893122203779408
2.02,0.9877479706172644,27.732817,0.3052457299819199
2.04,0.9533363416378893,27.294254,0.2706975557871222
2.06,0.9736754460371005,27.623146,0.26883999362270783
2.08,1.008547469700322,28.465406,0.32242328044228497
2.1,0.9682188111584327,27.828566,0.24774498249176036
2.12,0.9590621813075556,27.36211,0.2514863226777575
2.14,0.9617598350763439,27.592035,0.2457920937770559
2.1599999999999997,0.9369940877413225,26.627594,0.21614903268300956
2.1799999999999997,0.943318733518094,26.708601,0.2241590265504564
2.1999999999999997,0.949296659308295,26.16985,0.29318651391307504
