#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
250,0.5000000000000003,-667528.1601017262,42088.4260097559,-625439.7340919703,119.10902754702686,421.875,1.003488858535554,0
500,1.0000000000000007,-640998.7069944423,66642.10535259778,-574356.6016418445,188.5952294912268,423.9805091261222,0.9985054809884034,52.2
750,1.500000000000001,-623800.4895441509,81025.64117425104,-542774.8483698999,229.30021959961985,424.18667461010034,0.998020181996086,19.6
1000,2.0000000000000013,-610256.8265527259,89024.32884422067,-521232.4977085052,251.93627421952036,426.5230205676926,0.9925533717528813,25.1
1250,2.4999999999999463,-601416.5765527259,94214.93789618672,-507201.63865653914,266.6255476177027,426.5230205676926,0.9925533717528813,29.1
1500,2.999999999999891,-594498.3265527259,98024.47156314427,-496473.8549895816,277.4064176453391,426.5230205676926,0.9925533717528813,28.3
1750,3.499999999999836,-589617.5690929992,99781.2038164048,-489836.3652765944,282.37791908133624,425.88877286189177,0.9940315152002629,30.9
2000,3.999999999999781,-585583.0690929992,101132.10875081271,-484450.9603421865,286.2009409498307,425.88877286189177,0.9940315152002629,33
2250,4.499999999999726,-583557.3882458122,102313.6890232814,-481243.69922253076,289.5447789253795,425.9607384180709,0.9938635747672627,31.7
2500,4.999999999999671,-580613.664698055,102850.53849636251,-477763.1262016925,291.0640473975006,425.06124348889716,0.9959667428624197,33.4
2750,5.499999999999616,-579994.164698055,104572.18603650026,-475421.97866155475,295.9362601107298,425.06124348889716,0.9959667428624197,34.7
3000,5.999999999999561,-579597.664698055,105189.0102225471,-474408.6544755079,297.6818547060348,425.06124348889716,0.9959667428624197,33.8
3250,6.499999999999506,-577755.914698055,104571.18528808106,-473184.72940997395,295.93342802166563,425.06124348889716,0.9959667428624197,35
3500,6.999999999999451,-577632.164698055,106003.53802203818,-471628.62667601684,299.9869448057433,425.06124348889716,0.9959667428624197,36.1
3750,7.499999999999396,-576706.164698055,105349.85761292919,-471356.3070851258,298.1370481658103,425.06124348889716,0.9959667428624197,34.7
4000,7.999999999999341,-576601.664698055,105459.7133106431,-471141.9513874119,298.44793661106064,425.06124348889716,0.9959667428624197,35.2
4250,8.499999999999508,-575809.0080078258,106081.69131799706,-469727.31668982876,300.2081163715106,423.71349133590405,0.9991347239379579,35.6
4500,8.999999999999675,-575167.5080078258,106593.60712889722,-468573.9008789286,301.65682330125253,423.71349133590405,0.9991347239379579,36.2
4750,9.499999999999842,-576331.914135519,106462.67471368035,-469869.2394218386,301.28628835543986,423.80178328072657,0.9989265710905743,34.9
5000,10.000000000000009,-575574.1801073388,105413.21350403456,-470160.96660330426,298.31634350408666,422.8343227330827,1.001212151980216,35.5
5250,10.500000000000176,-575525.1801073388,104852.97888657358,-470672.20122076524,296.7308957501485,422.8343227330827,1.001212151980216,35.9
5500,11.000000000000343,-576070.4047883181,106135.02930124998,-469935.3754870681,300.3590613204878,423.56743100230597,0.9994792592832334,35
5750,11.50000000000051,-576408.4047883181,105818.634795185,-470589.7699931331,299.4636740249428,423.56743100230597,0.9994792592832334,35.5
6000,12.000000000000677,-577256.4047883181,106082.85736086359,-471173.5474274545,300.211416239077,423.56743100230597,0.9994792592832334,35.9
6250,12.500000000000844,-576392.9047883181,105743.18413027195,-470649.72065804614,299.2501508268197,423.56743100230597,0.9994792592832334,34.6
6500,13.00000000000101,-575663.9047883181,106006.12212705737,-469657.7826612607,299.9942577481623,423.56743100230597,0.9994792592832334,34.8
6750,13.500000000001178,-576170.9047883181,105749.09843813811,-470421.80635017995,299.26688814691784,423.56743100230597,0.9994792592832334,35.2
