#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
10000,19.999999999999794,-579483.4833017522,107043.48194069864,-472440.0013610536,300.760913539722,426.31372330576914,0.9985924408966076,0
20000,40.00000000000292,-580030.4030544842,105829.09560968471,-474201.30744479946,297.3488427094005,427.07610594840935,0.9968098322856185,219
30000,60.00000000002736,-579413.8749275678,106943.87498955103,-472469.99993801676,300.48104710527014,425.47013738444423,1.0005723648683826,239
40000,79.99999999999496,-578865.0199250807,107871.60674413037,-470993.41318095033,303.087702316483,426.8036254597194,0.9974462168288369,245
50000,99.99999999994834,-578510.9429491032,107377.44427767594,-471133.49867142725,301.69925014589484,425.2563929675323,1.001075277370684,249
60000,119.99999999990173,-578586.5144380964,107147.82101938059,-471438.69341871585,301.0540758701445,426.9082802036195,0.9972016971434223,244
70000,139.99999999994037,-578555.1416553427,106072.59905150993,-472482.5426038327,298.03301624603864,427.5205675933595,0.9957735225233676,247
80000,160.00000000003587,-579054.6746101356,107153.28596271476,-471901.38864742086,301.0694307644345,426.5795307008828,0.9979702046278892,248
90000,180.00000000013137,-578935.8575618127,107002.02687764622,-471933.8306841665,300.6444369228515,426.71648035062435,0.9976499177951332,245
100000,200.00000000022686,-579271.8682740936,106182.92784411815,-473088.94042997545,298.3430079228132,425.9625870438554,0.9994156165170422,246
110000,220.00000000032236,-579025.1860671472,107227.60577379481,-471797.58029335237,301.27824772245276,426.63032024349127,0.9978513981394029,247
120000,240.00000000041786,-578556.1113154856,107013.85616730989,-471542.25514817564,300.6776737711048,425.96330829382356,0.9994139242856515,244
130000,260.00000000051335,-579626.9299504296,106820.32578554009,-472806.6041648895,300.1339099345452,425.98210738921296,0.9993698189643945,245
140000,280.00000000060885,-577690.3428609688,106504.35066185577,-471185.992199113,299.2461121431041,426.2763973606439,0.9986798804238303,246
150000,300.00000000070435,-578774.5077590756,107013.24802900315,-471761.25973007246,300.67596508011894,427.01311044690476,0.9969568875721033,245
160000,320.00000000079984,-580235.8406286235,106831.42326003627,-473404.4173685872,300.16509059596376,425.4736842304076,1.0005640238682574,245
170000,340.00000000089534,-579250.5394078791,107313.17752775125,-471937.36188012786,301.5186793529129,426.56759793788683,0.9979981217551781,246
180000,360.00000000099084,-579987.1710183397,106331.15053820855,-473656.02048013115,298.75947039277133,425.4395211640921,1.000644369800875,245
190000,380.00000000108633,-577162.2878652723,106217.56071435247,-470944.7271509198,298.44031617083846,428.4469773166362,0.9936204106512175,245
200000,400.00000000118183,-578564.1410213984,108189.84266907658,-470374.2983523218,303.98185229902003,426.94715984317344,0.997110887679877,246
