Sample Time (ns),"Radius of Gyration (Rg, nm)","Solvent Accessible Surface Area (SASA, nm**2)","Relative Shape Anisotropy (K2, dimensionless)"
0.02,0.946257368589105,23.30952,0.2180584139492473
0.04,0.9461191613385965,24.089592,0.13232743012350767
0.06,0.9478447870601228,23.24214,0.16198922011861083
0.08,0.9270949787514882,22.841923,0.1351441672646161
0.09999999999999999,0.8769202981537565,22.872377,0.15251101127837197
0.12,0.877786442535182,21.681362,0.10938353415733826
0.13999999999999999,0.8873608599797228,22.994314,0.11791439683584448
0.16,0.8438747462770779,21.799088,0.16310899430179993
0.18,0.832138455677921,21.019691,0.1757378306060896
0.19999999999999998,0.8079463121563698,20.570835,0.12334163289402622
0.22,0.8219032068372354,21.186031,0.08711534338132687
0.24,0.7941108171792897,20.336277,0.11213340758915591
0.26,0.7736550786578179,19.314985,0.09960473449331042
0.27999999999999997,0.7716474897817598,18.911514,0.13106209376849143
0.3,0.783810132334607,18.78416,0.1744721509409064
0.32,0.7471391747616968,18.104158,0.06905926136907692
0.33999999999999997,0.7566389818013551,18.860865,0.07814510946545938
0.36,0.7429330235838998,18.388313,0.07017983847612586
0.38,0.7554338898980502,19.121113,0.0414583488675051
0.39999999999999997,0.767558721920128,18.971142,0.04927656023547644
0.42,0.7347381340558068,17.449495,0.056992877912664386
0.44,0.7717915789035125,18.519058,0.09673734943348677
0.45999999999999996,0.7714394816041188,19.744667,0.08991129290941913
0.48,0.7718896144406914,19.395496,0.035810017402743255
0.5,0.773907496113002,19.20763,0.04170879394233018
0.52,0.7566053894230977,19.567326,0.03178999788834658
0.5399999999999999,0.7859616179508384,20.015205,0.07112072343866904
0.5599999999999999,0.7436554786619373,17.886974,0.07128683942377612
0.58,0.7176434142445028,17.033066,0.03844411899609601
0.6,0.7399406471318047,18.414948,0.05787264111877488
0.62,0.7440530522791075,17.740301,0.11465873482467204
0.64,0.7419229806395166,17.220596,0.1227333435372091
0.6599999999999999,0.7293632619084284,16.910662,0.07909000003488365
0.6799999999999999,0.6950556651400472,15.655073,0.0787461650583936
0.7,0.6984454572476541,15.952007,0.08507010117218983
0.72,0.6982730566213207,16.293747,0.08027269682964921
0.74,0.7128674636121191,17.640972,0.06049015363468779
